C,margen,num_soporte,num_buenos,num_malos
0.01,18.81441736767195,8,0,8
0.21,2.421371388206436,6,6,0
0.41,1.99485988371834,4,4,0
0.6100000000000001,1.941594812845261,4,4,0
0.8100000000000001,1.941520580768109,4,3,1
1.01,1.784926373992074,3,2,1
1.21,1.489897221266111,3,2,1
1.41,1.278564282079429,3,2,1
1.61,1.119736420951549,3,2,1
1.81,1.109668067986833,3,3,0
2.01,1.109668067986833,3,3,0
2.21,1.109668067986833,3,3,0
2.41,1.109668067986833,3,3,0
2.61,1.109668067986833,3,3,0
2.81,1.109668067986833,3,3,0
3.010000000000001,1.109668067986833,3,3,0
3.210000000000001,1.109668067986833,3,3,0
3.410000000000001,1.109668067986833,3,3,0
3.610000000000001,1.109668067986833,3,3,0
3.810000000000001,1.109668067986833,3,3,0
4.010000000000002,1.109668067986833,3,3,0
4.210000000000002,1.109668067986833,3,3,0
4.410000000000002,1.109668067986833,3,3,0
4.610000000000002,1.109668067986833,3,3,0
4.810000000000002,1.109668067986833,3,3,0
5.010000000000002,1.109668067986833,3,3,0
5.210000000000003,1.109668067986833,3,3,0
5.410000000000003,1.109668067986833,3,3,0
5.610000000000003,1.109668067986833,3,3,0
5.810000000000003,1.109668067986833,3,3,0
6.010000000000003,1.109668067986833,3,3,0
6.210000000000004,1.109668067986833,3,3,0
6.410000000000004,1.109668067986833,3,3,0
6.610000000000004,1.109668067986833,3,3,0
6.810000000000004,1.109668067986833,3,3,0
7.010000000000004,1.109668067986833,3,3,0
7.210000000000004,1.109668067986833,3,3,0
7.410000000000005,1.109668067986833,3,3,0
7.610000000000005,1.109668067986833,3,3,0
7.810000000000005,1.109668067986833,3,3,0
8.010000000000005,1.109668067986833,3,3,0
8.210000000000004,1.109668067986833,3,3,0
8.410000000000004,1.109668067986833,3,3,0
8.610000000000003,1.109668067986833,3,3,0
8.810000000000002,1.109668067986833,3,3,0
9.010000000000002,1.109668067986833,3,3,0
9.210000000000001,1.109668067986833,3,3,0
9.41,1.109668067986833,3,3,0
9.609999999999999,1.109668067986833,3,3,0
9.809999999999999,1.109668067986833,3,3,0
10.01,1.109668067986833,3,3,0
10.21,1.109668067986833,3,3,0
10.41,1.109668067986833,3,3,0
10.61,1.109668067986833,3,3,0
10.81,1.109668067986833,3,3,0
11.00999999999999,1.109668067986833,3,3,0
11.20999999999999,1.109668067986833,3,3,0
11.40999999999999,1.109668067986833,3,3,0
11.60999999999999,1.109668067986833,3,3,0
11.80999999999999,1.109668067986833,3,3,0
12.00999999999999,1.109668067986833,3,3,0
12.20999999999999,1.109668067986833,3,3,0
12.40999999999999,1.109668067986833,3,3,0
12.60999999999999,1.109668067986833,3,3,0
12.80999999999999,1.109668067986833,3,3,0
13.00999999999999,1.109668067986833,3,3,0
13.20999999999999,1.109668067986833,3,3,0
13.40999999999999,1.109668067986833,3,3,0
13.60999999999999,1.109668067986833,3,3,0
13.80999999999998,1.109668067986833,3,3,0
14.00999999999998,1.109668067986833,3,3,0
14.20999999999998,1.109668067986833,3,3,0
14.40999999999998,1.109668067986833,3,3,0
14.60999999999998,1.109668067986833,3,3,0
14.80999999999998,1.109668067986833,3,3,0
15.00999999999998,1.109668067986833,3,3,0
15.20999999999998,1.109668067986833,3,3,0
15.40999999999998,1.109668067986833,3,3,0
15.60999999999998,1.109668067986833,3,3,0
15.80999999999998,1.109668067986833,3,3,0
16.00999999999998,1.109668067986833,3,3,0
16.20999999999998,1.109668067986833,3,3,0
16.40999999999998,1.109668067986833,3,3,0
16.60999999999997,1.109668067986833,3,3,0
16.80999999999997,1.109668067986833,3,3,0
17.00999999999997,1.109668067986833,3,3,0
17.20999999999997,1.109668067986833,3,3,0
17.40999999999997,1.109668067986833,3,3,0
17.60999999999997,1.109668067986833,3,3,0
17.80999999999997,1.109668067986833,3,3,0
18.00999999999997,1.109668067986833,3,3,0
18.20999999999997,1.109668067986833,3,3,0
18.40999999999997,1.109668067986833,3,3,0
18.60999999999997,1.109668067986833,3,3,0
18.80999999999997,1.109668067986833,3,3,0
19.00999999999997,1.109668067986833,3,3,0
19.20999999999997,1.109668067986833,3,3,0
19.40999999999996,1.109668067986833,3,3,0
19.60999999999996,1.109668067986833,3,3,0
19.80999999999996,1.109668067986833,3,3,0
20.00999999999996,1.109668067986833,3,3,0
20.20999999999996,1.109668067986833,3,3,0
20.40999999999996,1.109668067986833,3,3,0
20.60999999999996,1.109668067986833,3,3,0
20.80999999999996,1.109668067986833,3,3,0
21.00999999999996,1.109668067986833,3,3,0
21.20999999999996,1.109668067986833,3,3,0
21.40999999999996,1.109668067986833,3,3,0
21.60999999999996,1.109668067986833,3,3,0
21.80999999999996,1.109668067986833,3,3,0
22.00999999999996,1.109668067986833,3,3,0
22.20999999999995,1.109668067986833,3,3,0
22.40999999999995,1.109668067986833,3,3,0
22.60999999999995,1.109668067986833,3,3,0
22.80999999999995,1.109668067986833,3,3,0
23.00999999999995,1.109668067986833,3,3,0
23.20999999999995,1.109668067986833,3,3,0
23.40999999999995,1.109668067986833,3,3,0
23.60999999999995,1.109668067986833,3,3,0
23.80999999999995,1.109668067986833,3,3,0
24.00999999999995,1.109668067986833,3,3,0
24.20999999999995,1.109668067986833,3,3,0
24.40999999999995,1.109668067986833,3,3,0
24.60999999999995,1.109668067986833,3,3,0
24.80999999999995,1.109668067986833,3,3,0
25.00999999999994,1.109668067986833,3,3,0
25.20999999999994,1.109668067986833,3,3,0
25.40999999999994,1.109668067986833,3,3,0
25.60999999999994,1.109668067986833,3,3,0
25.80999999999994,1.109668067986833,3,3,0
26.00999999999994,1.109668067986833,3,3,0
26.20999999999994,1.109668067986833,3,3,0
26.40999999999994,1.109668067986833,3,3,0
26.60999999999994,1.109668067986833,3,3,0
26.80999999999994,1.109668067986833,3,3,0
27.00999999999994,1.109668067986833,3,3,0
27.20999999999994,1.109668067986833,3,3,0
27.40999999999994,1.109668067986833,3,3,0
27.60999999999994,1.109668067986833,3,3,0
27.80999999999993,1.109668067986833,3,3,0
28.00999999999993,1.109668067986833,3,3,0
28.20999999999993,1.109668067986833,3,3,0
28.40999999999993,1.109668067986833,3,3,0
28.60999999999993,1.109668067986833,3,3,0
28.80999999999993,1.109668067986833,3,3,0
29.00999999999993,1.109668067986833,3,3,0
29.20999999999993,1.109668067986833,3,3,0
29.40999999999993,1.109668067986833,3,3,0
29.60999999999993,1.109668067986833,3,3,0
29.80999999999993,1.109668067986833,3,3,0
30.00999999999993,1.109668067986833,3,3,0
30.20999999999993,1.109668067986833,3,3,0
30.40999999999993,1.109668067986833,3,3,0
30.60999999999992,1.109668067986833,3,3,0
30.80999999999992,1.109668067986833,3,3,0
31.00999999999992,1.109668067986833,3,3,0
31.20999999999992,1.109668067986833,3,3,0
31.40999999999992,1.109668067986833,3,3,0
31.60999999999992,1.109668067986833,3,3,0
31.80999999999992,1.109668067986833,3,3,0
32.00999999999992,1.109668067986833,3,3,0
32.20999999999992,1.109668067986833,3,3,0
32.40999999999993,1.109668067986833,3,3,0
32.60999999999993,1.109668067986833,3,3,0
32.80999999999993,1.109668067986833,3,3,0
33.00999999999993,1.109668067986833,3,3,0
33.20999999999994,1.109668067986833,3,3,0
33.40999999999994,1.109668067986833,3,3,0
33.60999999999994,1.109668067986833,3,3,0
33.80999999999995,1.109668067986833,3,3,0
34.00999999999995,1.109668067986833,3,3,0
34.20999999999995,1.109668067986833,3,3,0
34.40999999999995,1.109668067986833,3,3,0
34.60999999999996,1.109668067986833,3,3,0
34.80999999999996,1.109668067986833,3,3,0
35.00999999999996,1.109668067986833,3,3,0
35.20999999999997,1.109668067986833,3,3,0
35.40999999999997,1.109668067986833,3,3,0
35.60999999999997,1.109668067986833,3,3,0
35.80999999999997,1.109668067986833,3,3,0
36.00999999999998,1.109668067986833,3,3,0
36.20999999999998,1.109668067986833,3,3,0
36.40999999999998,1.109668067986833,3,3,0
36.60999999999999,1.109668067986833,3,3,0
36.80999999999999,1.109668067986833,3,3,0
37.00999999999999,1.109668067986833,3,3,0
37.20999999999999,1.109668067986833,3,3,0
37.41,1.109668067986833,3,3,0
