C,margen,num_soporte,num_buenos,num_malos
0.1,4.000000000000001,8,0,8
0.3,2.529822128134704,8,8,0
0.5,1.97545919329918,6,2,4
0.7,1.941658726476922,6,3,3
0.8999999999999999,1.941651934954748,6,3,3
1.1,1.942085237743325,6,3,3
1.3,1.941296812649578,6,3,3
1.5,1.94118189650148,6,3,3
1.7,1.941514723670105,6,3,3
1.9,1.941600976076202,6,3,3
2.1,1.941643317668904,6,3,3
2.3,1.941539588720094,6,3,3
2.5,1.941525542515142,6,3,3
2.7,1.941528108021443,6,3,3
2.9,1.941240400654719,6,6,0
3.100000000000001,1.941621912593098,6,6,0
3.300000000000001,1.940805677328783,6,6,0
3.500000000000001,1.941529266064033,6,6,0
3.700000000000001,1.941127242154341,6,6,0
3.900000000000001,1.849000654084097,5,5,0
4.100000000000001,1.758805500226336,5,5,0
4.300000000000002,1.677000593239069,5,5,0
4.500000000000002,1.602467233539548,5,5,0
4.700000000000002,1.534277138495315,5,5,0
4.900000000000002,1.471653581822036,5,5,0
5.100000000000002,1.413941676652545,5,5,0
5.300000000000002,1.360585386967543,5,5,0
5.500000000000003,1.311109554714174,5,5,0
5.700000000000003,1.265105710689122,5,5,0
5.900000000000003,1.222220771343723,5,5,0
6.100000000000003,1.182147959168524,5,5,0
6.300000000000003,1.144619452528248,5,5,0
6.500000000000004,1.109400392450458,5,5,0
6.700000000000004,1.109564261177494,5,5,0
6.900000000000004,1.109553336667766,5,5,0
7.100000000000004,1.109629822008192,5,5,0
7.300000000000004,1.109531484420271,5,5,0
7.500000000000004,1.109564261177495,5,5,0
7.700000000000005,1.109597039440747,5,5,0
7.900000000000005,1.109629819210082,5,5,0
8.100000000000005,1.109675717447254,5,5,0
8.300000000000004,1.109538039651238,5,5,0
8.500000000000004,1.109597039440743,5,5,0
8.700000000000003,1.109656044109983,5,5,0
8.900000000000002,1.109544594942433,5,5,0
9.100000000000001,1.109551150293896,5,5,0
9.300000000000001,1.109557705705567,5,3,2
9.5,1.109564261177505,5,3,2
9.699999999999999,1.109623263135732,5,3,2
9.899999999999999,1.109577372302064,5,3,2
10.1,1.109577372302084,5,3,2
10.3,1.109570816709662,5,3,2
10.5,1.109564261177509,5,3,2
10.7,1.109557705705563,5,3,2
10.9,1.10955115029389,5,3,2
11.09999999999999,1.109547218221645,5,3,2
11.29999999999999,1.109656044109978,5,3,2
11.49999999999999,1.10959703944075,5,3,2
11.69999999999999,1.109597039440755,5,3,2
11.89999999999999,1.10962981921009,5,3,2
12.09999999999999,1.10957081670966,5,3,2
12.29999999999999,1.109599226813366,5,3,2
12.49999999999999,1.109553336667766,5,3,2
12.69999999999999,1.109531484420266,5,3,2
12.89999999999999,1.109629822008204,5,3,2
13.09999999999999,1.109553336667764,5,3,2
13.29999999999999,1.109564261177495,5,3,2
13.49999999999999,1.109400392450458,5,3,2
13.69999999999999,1.109531922353319,5,3,2
13.89999999999998,1.109665125910176,5,3,2
14.09999999999998,1.109591468096332,5,3,2
14.29999999999998,1.109591492571637,5,3,2
14.49999999999998,1.109591517046945,5,3,2
14.69999999999998,1.10959139467043,5,3,2
14.89999999999998,1.109591517046938,5,3,2
15.09999999999998,1.10962982200819,5,3,2
15.29999999999998,1.109531484420267,5,3,2
15.49999999999998,1.109564261177495,5,3,2
15.69999999999998,1.109591321244532,5,3,2
15.89999999999998,1.10962981921009,5,3,2
16.09999999999998,1.10967571744725,5,3,2
16.29999999999998,1.109538039651236,5,3,2
16.49999999999998,1.10959703944074,5,3,2
16.69999999999997,1.109656044109985,5,3,2
16.89999999999997,1.109547218221647,5,3,2
17.09999999999997,1.10955115029388,5,3,2
17.29999999999997,1.109557705705569,5,3,2
17.49999999999997,1.109564261177499,5,3,2
17.69999999999997,1.109623263135733,5,3,2
17.89999999999997,1.109577372302083,5,3,2
18.09999999999997,1.109577372302078,5,3,2
18.29999999999997,1.109570816709666,5,3,2
18.49999999999997,1.109564261177499,5,3,2
18.69999999999997,1.109557705705565,5,3,2
18.89999999999997,1.10955115029388,5,3,2
19.09999999999997,1.109656044109966,5,3,2
19.29999999999997,1.109656044109978,5,3,2
19.49999999999996,1.109597039440742,5,3,2
19.69999999999996,1.109538039651244,5,3,2
19.89999999999996,1.109675717447257,5,3,2
20.09999999999996,1.109570816709661,5,3,2
20.29999999999996,1.109599226813367,5,3,2
20.49999999999996,1.109553336667777,5,3,2
20.69999999999996,1.109531484420278,5,3,2
20.89999999999996,1.109629822008186,5,3,2
21.09999999999996,1.109629822008191,5,3,2
21.29999999999996,1.109564261177489,5,3,2
21.49999999999996,1.109400392450458,5,3,2
21.69999999999996,1.109597039440756,5,3,2
21.89999999999996,1.109589475092481,5,3,2
22.09999999999996,1.109591468096319,5,3,2
22.29999999999995,1.109591492571639,5,3,2
22.49999999999995,1.109591517046947,5,3,2
22.69999999999995,1.109591394670437,5,3,2
22.89999999999995,1.1095900485302,5,3,2
23.09999999999995,1.109629822008173,5,3,2
23.29999999999995,1.109531484420266,5,3,2
23.49999999999995,1.109564261177492,5,3,2
23.69999999999995,1.109591526837074,5,3,2
23.89999999999995,1.109591512151897,5,3,2
24.09999999999995,1.109675717447241,5,3,2
24.29999999999995,1.109691016632794,5,3,2
24.49999999999995,1.109531484420259,5,3,2
24.69999999999995,1.109642931539538,5,3,2
24.89999999999995,1.109544594942446,5,3,2
25.09999999999994,1.10955115029388,5,3,2
25.29999999999994,1.109557705705562,5,3,2
25.49999999999994,1.109564261177492,5,3,2
25.69999999999994,1.109623263135723,5,3,2
25.89999999999994,1.109577372302086,5,3,2
26.09999999999994,1.109577372302067,5,3,2
26.29999999999994,1.109635941216554,5,3,2
26.49999999999994,1.109553336667767,5,3,2
26.69999999999994,1.109557705705569,5,3,2
26.89999999999994,1.109551150293888,5,3,2
27.09999999999994,1.109547218221616,5,3,2
27.29999999999994,1.109656044109973,5,3,2
27.49999999999994,1.109597039440751,5,3,2
27.69999999999994,1.109538039651241,5,3,2
27.89999999999993,1.109675717447268,5,3,2
28.09999999999993,1.109570816709653,5,3,2
28.29999999999993,1.109599226813367,5,3,2
28.49999999999993,1.109553336667772,5,3,2
28.69999999999993,1.109531484420269,5,3,2
28.89999999999993,1.10962982200819,5,3,2
29.09999999999993,1.109629822008183,5,3,2
29.29999999999993,1.109564261177489,5,3,2
29.49999999999993,1.109400392450458,5,3,2
29.69999999999993,1.109597039440746,5,3,2
29.89999999999993,1.109589475092483,5,3,2
30.09999999999993,1.109591027540973,5,3,2
30.29999999999993,1.109591149917435,5,3,2
30.49999999999993,1.109591272293944,5,3,2
30.69999999999992,1.109591394670427,5,3,2
30.89999999999992,1.109591517046969,5,3,2
31.09999999999992,1.109629822008173,5,3,2
31.29999999999992,1.109531295630508,5,3,2
31.49999999999992,1.109564575841671,5,3,2
31.69999999999992,1.109591321244528,5,3,2
31.89999999999992,1.109591247818652,5,3,2
32.09999999999992,1.109675717447244,5,3,2
32.29999999999993,1.109538039651236,5,3,2
32.49999999999993,1.109597039440749,5,3,2
32.69999999999993,1.109656044109966,5,3,2
32.89999999999993,1.109547218221647,5,3,2
33.09999999999994,1.10955115029388,5,3,2
33.29999999999994,1.109557705705594,5,3,2
33.49999999999994,1.109564261177506,5,3,2
33.69999999999995,1.109664133794119,5,3,2
33.89999999999995,1.109528558185227,5,3,2
34.09999999999995,1.109577372302091,5,3,2
34.29999999999995,1.109570816709669,5,3,2
34.49999999999996,1.109564261177506,5,3,2
34.69999999999996,1.109557705705584,5,3,2
34.89999999999996,1.109551150293892,5,3,2
35.09999999999997,1.10954721822164,5,3,2
35.29999999999997,1.109656044109966,5,3,2
35.49999999999997,1.109597039440749,5,3,2
35.69999999999997,1.109597039440742,5,3,2
35.89999999999998,1.109629819210088,5,3,2
36.09999999999998,1.109570816709653,5,3,2
36.29999999999998,1.109599226813362,5,3,2
36.49999999999999,1.109553336667763,5,3,2
36.69999999999999,1.109531484420273,5,3,2
36.89999999999999,1.109629822008207,5,3,2
37.09999999999999,1.109629822008183,5,3,2
37.3,1.109564261177499,5,3,2
37.5,1.109400392450458,5,3,2
37.7,1.109597039440749,5,3,2
37.90000000000001,1.109589475092493,5,5,0
38.10000000000001,1.109591468096353,5,5,0
38.30000000000001,1.10959149257166,5,5,0
38.50000000000001,1.109591517046952,5,5,0
38.70000000000002,1.109591394670403,5,5,0
38.90000000000002,1.109591517046952,5,5,0
39.10000000000002,1.109629822008173,5,5,0
39.30000000000003,1.109531484420293,5,5,0
39.50000000000003,1.109564261177506,5,5,0
39.70000000000003,1.109591526837071,5,5,0
39.90000000000003,1.109591512151904,5,5,0
40.10000000000004,1.109675717447244,5,5,0
40.30000000000004,1.109538039651236,5,5,0
40.50000000000004,1.109597039440756,5,5,0
40.70000000000005,1.109656044109975,5,5,0
40.90000000000005,1.109547218221664,5,5,0
41.10000000000005,1.109551150293883,5,5,0
41.30000000000005,1.109557705705569,5,5,0
41.50000000000006,1.109564261177506,5,5,0
41.70000000000006,1.109570816709679,5,5,0
41.90000000000006,1.109577372302084,5,5,0
42.10000000000007,1.109577372302064,5,5,0
42.30000000000007,1.109570816709669,5,5,0
42.50000000000007,1.109564261177492,5,5,0
42.70000000000007,1.109557705705547,5,5,0
42.90000000000008,1.109551150293912,5,5,0
43.10000000000008,1.109656044109949,5,5,0
43.30000000000008,1.109656044109959,5,5,0
43.50000000000009,1.10959703944073,5,5,0
43.70000000000009,1.109538039651244,5,5,0
43.90000000000009,1.109675717447253,5,5,0
44.10000000000009,1.109570816709667,5,5,0
44.3000000000001,1.109599226813384,5,5,0
44.5000000000001,1.109553336667755,5,5,0
44.7000000000001,1.109531484420273,5,5,0
44.90000000000011,1.10962982200818,5,5,0
45.10000000000011,1.10962982200819,5,5,0
45.30000000000011,1.109564261177492,5,5,0
45.50000000000011,1.109400392450458,5,5,0
45.70000000000012,1.109597039440734,5,5,0
45.90000000000012,1.109589475092486,5,5,0
46.10000000000012,1.109591027541,5,5,0
46.30000000000013,1.109591149917484,5,5,0
46.50000000000013,1.109591272293917,5,5,0
46.70000000000013,1.109591394670412,5,5,0
46.90000000000013,1.109591517046949,5,5,0
47.10000000000014,1.10962982200818,5,5,0
47.30000000000014,1.109531295630518,5,5,0
47.50000000000014,1.109564575841666,5,5,0
47.70000000000014,1.109591321244479,5,5,0
47.90000000000015,1.109591247818652,5,5,0
48.10000000000015,1.109675717447219,5,5,0
48.30000000000015,1.109562514442814,5,5,0
48.50000000000016,1.109675717447244,5,5,0
48.70000000000016,1.109538039651229,5,5,0
48.90000000000016,1.109544594942453,5,5,0
49.10000000000016,1.109551150293888,5,5,0
49.30000000000017,1.109583927954752,5,5,0
49.50000000000017,1.109564261177492,5,5,0
49.70000000000017,1.109570816709677,5,5,0
49.90000000000018,1.109577372302074,5,5,0
50.10000000000018,1.109577372302089,5,5,0
50.30000000000018,1.109635941216593,5,5,0
50.50000000000018,1.109553336667765,5,5,0
50.70000000000019,1.109557705705538,5,5,0
50.90000000000019,1.109551150293888,5,5,0
51.10000000000019,1.109547218221625,5,5,0
51.3000000000002,1.109656044110012,5,5,0
51.5000000000002,1.109597039440739,5,5,0
51.7000000000002,1.109538039651244,5,5,0
51.9000000000002,1.109675717447253,5,5,0
52.10000000000021,1.109570816709672,5,5,0
52.30000000000021,1.109599226813374,5,5,0
52.50000000000021,1.109553336667779,5,5,0
52.70000000000022,1.109531484420273,5,5,0
52.90000000000022,1.10962982200818,5,5,0
53.10000000000022,1.10962982200819,5,5,0
53.30000000000022,1.109564261177492,5,5,0
53.50000000000023,1.109400392450458,5,5,0
53.70000000000023,1.109597039440759,5,5,0
53.90000000000023,1.109589475092491,5,5,0
54.10000000000024,1.109591468096329,5,5,0
54.30000000000024,1.10959149257166,5,5,0
54.50000000000024,1.109590048530156,5,5,0
54.70000000000024,1.109590660411752,5,5,0
54.90000000000025,1.109591272293922,5,5,0
55.10000000000025,1.109629087706989,5,5,0
55.30000000000025,1.109532428369825,5,5,0
